Smothered Chicken,"Grilled, marinated chicken breast with saut_ed onions, saut_ed mushrooms and choice of cream gravy or jack cheese. Served with your choice of two sides.",1,chicken,410,11.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/chicken/smothered-chicken.jpg,0,1,Texas Roadhouse
Bbq Roasted Half Chicken,"A half chicken trimmed, uniquely seasoned, slow-roasted to the perfect tenderness while basted with our signature BBQ sauce. Served with your choice of two sides.",1,chicken,650,10.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/chicken/bbq-roasted-half-chicken.jpg,0,1,Texas Roadhouse
Oven Roasted Half Chicken,"Half chicken trimmed, uniquely seasoned and slow-roasted to the perfect tenderness. erved with your choice of two sides.",1,chicken,540,10.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/chicken/roasted-half-chicken.jpg,0,1,Texas Roadhouse
Grilled Bbq Chicken,Marinated 1/2 lb. breast basted in our BBQ sauce. Served with your choice of two sides.,1,chicken,300,9.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/chicken/grilled-bbq-chicken.jpg,0,1,Texas Roadhouse
Country Fried Chicken,"Tender, all white meat chicken breast, hand-battered, golden-fried and topped with made-from-scratch cream gravy. Served with your choice of two sides.",1,chicken,830,10.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/chicken/country-fried-chicken.jpg,0,1,Texas Roadhouse
Chicken Critters,"All white meat chicken strips, hand-dipped in signature batter and fried to a crispy golden brown. Served with your choice of two sides.",1,chicken,840,9.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/chicken/chicken-critters.jpg,0,1,Texas Roadhouse
Country Veg Plate,"Choose a total of 4 side items - one salad only, please. ",1,dinner,570,9.49,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/country-dinners/country-veg-plate.jpg,0,1,Texas Roadhouse
Country Fried Sirloin,"Hand-battered, fresh-cut sirloin served crispy and golden, topped with made-from-scratch cream gravy. Served with your choice of two sides.",1,dinner,870,10.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/country-dinners/country-fried-sirloin.jpg,0,1,Texas Roadhouse
Pulled Pork Dinner,"Tender, slow-cooked pork covered in our signature BBQ sauce and served with toasted fresh-baked bread. Served with your choice of two sides.",1,dinner,870,9.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/country-dinners/pulled-pork-dinner.jpg,0,1,Texas Roadhouse
Grilled Pork Chops,"Fresh, hand-cut, boneless chops seasoned and served with Peppercorn sauce. Served with your choice of two sides.",1,dinner,600,9.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/country-dinners/grilled-pork-chops.jpg,0,1,Texas Roadhouse
Beef Tips,"Cuts of steak with saut_ed mushrooms, onions, brown gravy and sour cream over seasoned rice or mashed potatoes. Served with your choice of one side.",1,dinner,1050,11.99,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/country-dinners/beef-tips.jpg,0,1,Texas Roadhouse
Grilled Shrimp,"Large shrimp seasoned, grilled, drizzled with garlic lemon pepper butter and served over seasoned rice. Served with your choice of two sides.",1,dinner,1060,14.99,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/dockside/grilled-shrimp-entree.jpg,0,1,Texas Roadhouse
Fried Catfish,"U.S. farm-raised catfish, lightly breaded in southern cornmeal, deep-fried, and served with Creole Mustard sauce. Served with your choice of two sides. ",1,dinner,790,11.99,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/dockside/fried-catfish.jpg,0,1,Texas Roadhouse
Grilled Salmon,"8 oz. Norwegian fillet salmon steak, grilled moist and tender and topped with our special lemon pepper butter. Served with your choice of two sides. Also available in a 5 oz. portion.",1,dinner,690,11.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/dockside/grilled-salmon.jpg,0,1,Texas Roadhouse
Bbq Chicken Sandwich,"Marinated and grilled, then basted with BBQ sauce. Served with lettuce, tomato and onion on a Texas-sized bun with steak fries and a pickle spear on the side.",1,sandwich,550,9.49,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/burgers-and-sandwiches/bbq-chicken-sandwich.jpg,0,1,Texas Roadhouse
Pulled Pork Sandwich,"Tender, slow-cooked pork covered in our signature BBQ sauce. Served on a toasted, Texas-sized bun with steak fries and a pickle spear on the side.",1,sandwich,770,8.99,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/burgers-and-sandwiches/pulled-pork-sandwich.jpg,0,1,Texas Roadhouse
Mushroom Jack Chicken Sandwich,"Grilled chicken breast, saut_ed mushrooms and melted jack cheese with lettuce, tomato and onion. Served on a toasted, Texas-sized bun with steak fries and a pickle spear on the side.",1,sandwich,660,9.99,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/burgers-and-sandwiches/mushroom-jack-chicken-sandwich.jpg,0,1,Texas Roadhouse
All-American Cheeseburger,"Our classic burger made from a 1/2 lb. of fresh ground chuck and topped with American cheese. Served on a toasted, Texas-sized bun with lettuce, tomato, and onion, along with steak fries and a pickle spear on the side.",1,burger,890,8.99,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/burgers-and-sandwiches/all-american-cheeseburger.jpg,0,1,Texas Roadhouse
Bacon Cheeseburger,"A 1/2 lb. of fresh ground chuck topped with bacon strips and American cheese. Served on a toasted, Texas-sized bun with lettuce, tomato, and onion. Served with steak fries and a pickle spear on the side.",1,burger,1020,9.49,https://m.texasroadhouse.com/sf-images/default-source/mobile-app-menu/burgers-and-sandwiches/bacon-cheeseburger.jpg,0,1,Texas Roadhouse
Smokehouse Burger,"A 1/2 lb. of fresh ground chuck topped with saut_ed mushrooms, onions and BBQ sauce over American and jack cheeses. Served on a toasted, Texas-sized bun with lettuce, tomato, and onion, along with steak fries and a pickle spear on the side.",1,burger,1090,9.99,https://www.texasroadhouse.com/sf-images/default-source/mobile-app-menu/burgers-and-sandwiches/smokehouse-burger.jpg,0,1,Texas Roadhouse
