Ribeye,"Cut fresh and hand-trimmed. 12 ounces of our most juicy and flavorful steak, distinguished by the rich marbling that runs through each cut. Served with your choice of side.",,steak/lunch/dinner,,18.49,https://media.longhornsteakhouse.com/en_us/images/product/1621LH_RibeyeBnls12ozGrlRGB_918x568.jpg,0,2
Flo's Filet®,"A guest favorite and named after one of our servers who loved this signature cut. Our most tender center-cut filet; lean yet succulent, mouth-watering buttery texture, and subtle flavor. Hand-seasoned and cooked to perfection. Served with choice of side.",,steak/lunch/dinner,,18.99,https://media.longhornsteakhouse.com/en_us/images/product/d-6oz-center-cut-flos-filet-dpv-8-16-17.jpg,0,2
New York Strip,"Fire-grilled to enhance its distinctive flavor, this edge-to-edge thick cut is a steakhouse classic. Served with choice of side.",,steak/lunch/dinner,,18.99,https://media.longhornsteakhouse.com/en_us/images/product/d-12oz-new-york-strip-dpv-8-16-17.jpg,0,2
Fire-Grilled T-Bone,Two great cuts in one steak. A combination of the tenderness and delicate flavor of the filet and the richly marbled 16 oz Strip. Served with choice of side.,,steak/lunch/dinner,,23.49,https://media.longhornsteakhouse.com/en_us/images/product/1487LH_TboneBPmetalRGB_918x568.jpg,0,2
Outlaw Ribeye®,"Well-marbled and tender, bone-in cut, grilled over an open flame for a rich, juicy flavor.",,steak/lunch/dinner,,23.99,https://media.longhornsteakhouse.com/en_us/images/product/d-outlaw-ribeye-dpv-11-21-17.jpg,0,2
LongHorn® Porterhouse,Fire-grilled 20 oz. USDA Choice seasoned bone-in porterhouse – a NY Strip and filet in one juicy cut. Served with choice of side.,,steak/lunch/dinner,,26.99,https://media.longhornsteakhouse.com/en_us/images/product/1616LH_20ozPorterLBPotRGB_918x568.jpg,0,2
Flo's Filet® & Lobster Tail,The best that surf and turf have to offer. Our signature 6 oz. center-cut filet paired with a succulent cold-water lobster tail and melted butter. Served with choice of side.,,steak/lunch/dinner,,27.99,https://media.longhornsteakhouse.com/en_us/images/product/1467LH_FloFltLbstrTailRGB_918x568.jpg,0,2
Hand-Breaded Chicken Tenders,"Fresh, juicy and hand-breaded to order. Our fried chicken tenders are LongHorn® Guaranteed to satisfy every time. Served with our scratch-made mustard sauce.",,lunch/dinner,,10.29,https://media.longhornsteakhouse.com/en_us/images/product/1210LH_ChknTendersRGB_918x568.jpg,0,2
Napa Grilled Chicken,"Fresh, seared chicken breast with grilled mushrooms, tender artichoke hearts and roasted tomatoes in a light chardonnay butter sauce.",,lunch/dinner,,10.49,https://media.longhornsteakhouse.com/en_us/images/product/d-napa-grilled-chicken-dpv.jpg,0,2
Parmesan Crusted Chicken,"Always fresh, always tender chicken breasts expertly grilled with a creamy Parmesan, provolone and garlic cheese crust.",,lunch/dinner,,10.99,https://media.longhornsteakhouse.com/en_us/images/product/d-parmesan-crusted-chicken-dpv.jpg,0,2
Redrock Grilled Shrimp,"With tomato butter and rice, served with a choice of side.",,lunch/dinner,,12.49,https://media.longhornsteakhouse.com/en_us/images/product/1200LH_GrldShrimpRice_RGB_918x568.jpg,0,2
Baby Back Ribs,Tender half or full-rack of BBQ ribs. Served with choice of side.,,lunch/dinner,,13.49,https://media.longhornsteakhouse.com/en_us/images/product/1679LH-HalfRackFlmGrillRGB-dpv.jpg,0,2
LongHorn® Salmon,"What's a steakhouse know about salmon? Plenty! Our hand-cut, fresh Atlantic Salmon is marinated in our secret bourbon marinade and grilled to flaky perfection. Served over rice and choice of side.",,lunch/dinner,,15.49,https://media.longhornsteakhouse.com/en_us/images/product/d-longhorn-salmon-dpv-11-21-17.jpg,0,2
Crispy Buttermilk Chicken Tenders Salad,"Hand-breaded chicken tenders over fresh field greens with 100% Wisconsin aged cheddar, diced Roma tomatoes, cucumbers, red onions and croutons.",,salad/lunch/dinner,,9.49,https://media.longhornsteakhouse.com/en_us/images/product/d-crispy-chicken-salad-dpv.jpg,0,2
Farm Fresh Field Greens,"Fresh, diced Roma tomatoes, cucumbers, red onions, croutons and 100% Wisconsin aged cheddar on field greens.",,salad/lunch/dinner,,9.79,https://media.longhornsteakhouse.com/en_us/images/product/1583LH_FrmSaldwSrlnLfRGB_918x568.jpg,0,2
LongHorn Caesar Salad,"Hand-chopped romaine tossed in-house Caesar dressing with croutons and shaved 10-month aged Parmesan cheese. With Chicken, Shrimp or Sirloin",,salad/lunch/dinner,,9.79,https://media.longhornsteakhouse.com/en_us/images/product/1530LH_CsrSldGrlChcknRGB_918x568[1].jpg,0,2
Grilled Chicken & Strawberry Salad,"Fresh, crisp field greens with grapes, strawberries, mandarin oranges, candied pecans, red onions and feta cheese. All tossed up in a sweet raspberry vinaigrette.",,salad/lunch/dinner,,11.49,https://media.longhornsteakhouse.com/en_us/images/product/1212LH_GrldChxStwbrySld_918x568.jpg,0,2
Grilled Salmon Salad,"Fresh, hand-cut, bourbon-marinated Atlantic salmon over crisp field greens or Caesar.",,salad/lunch/dinner,,12.79,https://media.longhornsteakhouse.com/en_us/images/product/l-grilled-salmon-salad-dpv.jpg,0,2
7-Pepper Sirloin Salad,"Grilled, sliced sirloin with bold 7-pepper seasoning over fresh field greens with diced tomatoes, croutons and crumbled blue cheese.",,salad/lunch/dinner,,13.29,https://media.longhornsteakhouse.com/en_us/images/product/1582LH_SevenPeprSaladRGB_918x568.jpg,0,2
LongHorn® Chili,"Texas style all-beef chili with no beans. Boldly seasoned and finished with aged cheddar, red onions and jalapeños.",,soup/lunch/dinner,,3.99,https://media.longhornsteakhouse.com/en_us/images/product/d-longhorn-chili-dpv-10-12-17.jpg,0,2
French Onion Soup,"A steakhouse classic, topped with melted Swiss cheese.",,soup/lunch/dinner,460,3.99,https://media.longhornsteakhouse.com/en_us/images/product/d-french-onion-soup-dpv-8-16-17.jpg,0,2
Loaded Potato Soup,"Rich, creamy and brimming with steakhouse flavor. Topped with crunchy bacon, cheddar cheese and fresh green onions.",,soup/lunch/dinner,,3.99,https://media.longhornsteakhouse.com/en_us/images/product/d-loaded-potato-soup-dpv-8-16-17.jpg,0,2
Shrimp & Lobster Chowder,"A hearty seafood experience. Shrimp & lobster in creamy chowder with corn, red bell peppers and potatoes.",,soup/lunch/dinner,,3.99,https://media.longhornsteakhouse.com/en_us/images/product/d-shrimp-lobster-chowder-dpv-11-21-17.jpg,0,2
Signature Sides,We are taking the perfect sides to the next level.,,side,,4.99,https://media.longhornsteakhouse.com/en_us/images/product/1100LH_MacCheeseRGB_918x568.jpg,0,2
Signature Salads,Hand-chopped greens topped with the freshest ingredients.,,side,,5.49,https://media.longhornsteakhouse.com/en_us/images/product/1457LH_StrbrySldSideRGB_918x568.jpg,0,2
Sides,"Sides so tasty, you might eat them before your steak.",,side,,2.99,https://media.longhornsteakhouse.com/en_us/images/product/1617LH_LoadedBakedPotRGB_918x568.jpg,0,2
Hand-Chopped Side Salads,Try one of LongHorn's two hand-chopped side salads with your meal. Order either a Caesar or Mixed Green Salad today.,,side,,3.99,https://media.longhornsteakhouse.com/en_us/images/product/1537TLH_SideSaladWbreadOPTRGB_918x568.jpg,0,2
Great Steak Additions,Take your steak to the next level with our Great Steak Additions.,,side,,1.49,https://media.longhornsteakhouse.com/en_us/images/product/gsa_menu_pod_pp_20151130.jpg,0,2
Key Lime Pie Jar,Tangy lime and graham cracker crumbles topped with fresh whipped cream and a lime.,,dessert,600,2.99,https://media.longhornsteakhouse.com/en_us/images/product/d-key-lime-pie-jar-dpv-10-12-17.jpg,0,2
Chocolate Peanut Butter Jar,With Reese's Peanut Butter Cups.,,dessert,570,2.99,https://media.longhornsteakhouse.com/en_us/images/product/d-chocolate-peanut-butter-jar-dpv-7-19-17.jpg,0,2
Chocolate Stampede®,You may need a friend to share our famous Chocolate Stampede® - it's that big! Six types of chocolate in peaks and layers that are served with vanilla bean ice cream. Serves two.,,dessert,2460,9.29,https://media.longhornsteakhouse.com/en_us/images/product/1392LH_ChocoStampedeRGB_918x568.jpg,0,2
Caramel Apple Goldrush,"If only Mom's apple pie was this good. Fresh baked pie crust packed with sweet, juicy Fuji apples, topped with vanilla bean ice cream, and drizzled with caramel and raspberry sauce.",,dessert,1640,7.99,https://media.longhornsteakhouse.com/en_us/images/product/1579LH_CrmlAplGoldrushRGB_918x568.jpg,0,2
"Red, White & Blue Cheesecake","Creamy cheesecake with a graham cracker crust, topped with fresh strawberries, blueberries and whipped cream.",,dessert,820,7.49,https://media.longhornsteakhouse.com/en_us/images/product/d-red-white-blue-cheesecake-dpv-10-12-17.jpg,0,2
Molten Lava Cake,"Rich dark chocolate with a creamy fudge center, served warm with vanilla bean ice cream.",,dessert,1100,7.29,https://media.longhornsteakhouse.com/en_us/images/product/d-molten-lava-cake-dpv-11-21-17.jpg,0,2
Strawberries & Cream Shortcake,"Layers of shortcake, vanilla cream and strawberry jam with white chocolate shavings and fresh strawberries.",,dessert,640,6.99,https://media.longhornsteakhouse.com/en_us/images/product/1663LH-StrawbryShortcakeRGB-dpv.jpg,0,2
Beverages,Drink your fill of our bottomless drinks. To Go beverages do not come with refills.,,beverage,,2.99,https://media.longhornsteakhouse.com/en_us/images/product/d-blackberry-ice-tea-and-strawberry-lemonade-dpv.jpg,0,2
IBC® Rootbeer,"Rich, creamy & smooth since 1919.",,beverage,160,2.99,https://media.longhornsteakhouse.com/en_us/images/product/d-ibc-rootbeerdpv.jpg,0,2
Hot Tea and Coffee,Sometimes you need a warm-up.,,beverage,,2.99,https://media.longhornsteakhouse.com/en_us/images/product/d-coffeedpv.jpg,0,2
Juices and Milk,Natural refreshment.,,beverage,,2.99,https://media.longhornsteakhouse.com/en_us/images/product/d-orange-juicedpv.jpg,0,2
